fit_role,loo_position,sample_id,n_fit_observations,inner_cv_rmse,fit_seconds,best_parameters,model__regressor__alpha,model__regressor__gamma,procedure,outer_fold,SubjectNumber,inner_cv_rmse_years
,,,,,,{},,,Random Forest,10.0,13.0,
,,,,,,"{'model__alpha': 0.051089697745069294, 'model__l1_ratio': 0.25}",,,ElasticNet,11.0,14.0,1.4299998024732732
,,,,,,{'model__alpha': 0.03162277660168379},,,Lasso,11.0,14.0,1.4515286375224528
,,,,,,{'model__alpha': 10.0},,,Ridge,11.0,14.0,1.4347148608809233
,,,,,,{},,,OLS,11.0,14.0,
,,,,,,{},,,Random Forest,11.0,14.0,
,,,,,,"{'model__alpha': 0.051089697745069294, 'model__l1_ratio': 0.25}",,,ElasticNet,12.0,15.0,1.445134568309529
,,,,,,{'model__alpha': 0.03162277660168379},,,Lasso,12.0,15.0,1.4583201259804062
,,,,,,{'model__alpha': 10.0},,,Ridge,12.0,15.0,1.4583791790422136
,,,,,,{},,,OLS,12.0,15.0,
,,,,,,{},,,Random Forest,12.0,15.0,
,,,,,,"{'model__alpha': 0.051089697745069294, 'model__l1_ratio': 0.25}",,,ElasticNet,13.0,16.0,1.4448754155495436
,,,,,,{'model__alpha': 0.03162277660168379},,,Lasso,13.0,16.0,1.4606423098543027
,,,,,,{'model__alpha': 10.0},,,Ridge,13.0,16.0,1.453280189811924
,,,,,,{},,,OLS,13.0,16.0,
,,,,,,{},,,Random Forest,13.0,16.0,
,,,,,,"{'model__alpha': 0.051089697745069294, 'model__l1_ratio': 0.25}",,,ElasticNet,14.0,17.0,1.442893912018988
,,,,,,{'model__alpha': 0.03162277660168379},,,Lasso,14.0,17.0,1.456272610415518
,,,,,,{'model__alpha': 10.0},,,Ridge,14.0,17.0,1.4527603243461193
,,,,,,{},,,OLS,14.0,17.0,
,,,,,,{},,,Random Forest,14.0,17.0,
,,,,,,"{'model__alpha': 0.051089697745069294, 'model__l1_ratio': 0.25}",,,ElasticNet,15.0,18.0,1.4450336253079425
,,,,,,{'model__alpha': 0.03162277660168379},,,Lasso,15.0,18.0,1.4640417458623824
,,,,,,{'model__alpha': 10.0},,,Ridge,15.0,18.0,1.4538937939982957
,,,,,,{},,,OLS,15.0,18.0,
,,,,,,{},,,Random Forest,15.0,18.0,
,,,,,,"{'model__alpha': 0.051089697745069294, 'model__l1_ratio': 0.25}",,,ElasticNet,16.0,19.0,1.4553147326742824
,,,,,,{'model__alpha': 0.03162277660168379},,,Lasso,16.0,19.0,1.4714293134764878
,,,,,,{'model__alpha': 10.0},,,Ridge,16.0,19.0,1.4649126898534208
,,,,,,{},,,OLS,16.0,19.0,
,,,,,,{},,,Random Forest,16.0,19.0,
,,,,,,"{'model__alpha': 0.051089697745069294, 'model__l1_ratio': 0.25}",,,ElasticNet,17.0,21.0,1.438765800009215
,,,,,,{'model__alpha': 0.03162277660168379},,,Lasso,17.0,21.0,1.45343542164046
,,,,,,{'model__alpha': 10.0},,,Ridge,17.0,21.0,1.4455243828780244
,,,,,,{},,,OLS,17.0,21.0,
,,,,,,{},,,Random Forest,17.0,21.0,
,,,,,,"{'model__alpha': 0.051089697745069294, 'model__l1_ratio': 0.25}",,,ElasticNet,18.0,22.0,1.4388768498710396
,,,,,,{'model__alpha': 0.03162277660168379},,,Lasso,18.0,22.0,1.4521313085195637
,,,,,,{'model__alpha': 5.623413251903491},,,Ridge,18.0,22.0,1.4433353846722419
,,,,,,{},,,OLS,18.0,22.0,
,,,,,,{},,,Random Forest,18.0,22.0,
,,,,,,"{'model__alpha': 0.051089697745069294, 'model__l1_ratio': 0.25}",,,ElasticNet,19.0,23.0,1.4490674915871458
,,,,,,{'model__alpha': 0.03162277660168379},,,Lasso,19.0,23.0,1.4547179951640574
,,,,,,{'model__alpha': 5.623413251903491},,,Ridge,19.0,23.0,1.4532612037846249
,,,,,,{},,,OLS,19.0,23.0,
,,,,,,{},,,Random Forest,19.0,23.0,
,,,,,,"{'model__alpha': 0.051089697745069294, 'model__l1_ratio': 0.25}",,,ElasticNet,20.0,24.0,1.4764579256928454
,,,,,,{'model__alpha': 0.019573417814876617},,,Lasso,20.0,24.0,1.4857358110043295
,,,,,,{'model__alpha': 10.0},,,Ridge,20.0,24.0,1.4824249971465913
,,,,,,{},,,OLS,20.0,24.0,
,,,,,,{},,,Random Forest,20.0,24.0,
,,,,,,"{'model__alpha': 0.051089697745069294, 'model__l1_ratio': 0.25}",,,ElasticNet,21.0,25.0,1.469231170540851
,,,,,,{'model__alpha': 0.019573417814876617},,,Lasso,21.0,25.0,1.4772190209951086
,,,,,,{'model__alpha': 10.0},,,Ridge,21.0,25.0,1.4795251189466336
,,,,,,{},,,OLS,21.0,25.0,
,,,,,,{},,,Random Forest,21.0,25.0,
,,,,,,"{'model__alpha': 0.051089697745069294, 'model__l1_ratio': 0.25}",,,ElasticNet,22.0,26.0,1.4804357076995698
,,,,,,{'model__alpha': 0.019573417814876617},,,Lasso,22.0,26.0,1.4908115964927868
,,,,,,{'model__alpha': 10.0},,,Ridge,22.0,26.0,1.4878335740496118
,,,,,,{},,,OLS,22.0,26.0,
,,,,,,{},,,Random Forest,22.0,26.0,
,,,,,,"{'model__alpha': 0.051089697745069294, 'model__l1_ratio': 0.25}",,,ElasticNet,23.0,27.0,1.4699335632245443
,,,,,,{'model__alpha': 0.019573417814876617},,,Lasso,23.0,27.0,1.478009722374276
,,,,,,{'model__alpha': 10.0},,,Ridge,23.0,27.0,1.4743225111699347
,,,,,,{},,,OLS,23.0,27.0,
,,,,,,{},,,Random Forest,23.0,27.0,
,,,,,,"{'model__alpha': 0.051089697745069294, 'model__l1_ratio': 0.25}",,,ElasticNet,24.0,28.0,1.467695056268082
,,,,,,{'model__alpha': 0.019573417814876617},,,Lasso,24.0,28.0,1.472525989823461
,,,,,,{'model__alpha': 5.623413251903491},,,Ridge,24.0,28.0,1.4769622324436467
,,,,,,{},,,OLS,24.0,28.0,
,,,,,,{},,,Random Forest,24.0,28.0,
,,,,,,"{'model__alpha': 0.051089697745069294, 'model__l1_ratio': 0.25}",,,ElasticNet,25.0,29.0,1.4730555368141813
,,,,,,{'model__alpha': 0.03162277660168379},,,Lasso,25.0,29.0,1.4843089921848354
,,,,,,{'model__alpha': 10.0},,,Ridge,25.0,29.0,1.4787896504426141
,,,,,,{},,,OLS,25.0,29.0,
,,,,,,{},,,Random Forest,25.0,29.0,
,,,,,,"{'model__alpha': 0.051089697745069294, 'model__l1_ratio': 0.25}",,,ElasticNet,26.0,30.0,1.4624845802370032
,,,,,,{'model__alpha': 0.019573417814876617},,,Lasso,26.0,30.0,1.4677791565238976
,,,,,,{'model__alpha': 5.623413251903491},,,Ridge,26.0,30.0,1.4708721411106254
,,,,,,{},,,OLS,26.0,30.0,
,,,,,,{},,,Random Forest,26.0,30.0,
,,,,,,"{'model__alpha': 0.051089697745069294, 'model__l1_ratio': 0.25}",,,ElasticNet,27.0,32.0,1.4636707328457588
,,,,,,{'model__alpha': 0.019573417814876617},,,Lasso,27.0,32.0,1.4684087466353768
,,,,,,{'model__alpha': 10.0},,,Ridge,27.0,32.0,1.4728414314620604
,,,,,,{},,,OLS,27.0,32.0,
,,,,,,{},,,Random Forest,27.0,32.0,
,,,,,,"{'model__alpha': 0.051089697745069294, 'model__l1_ratio': 0.25}",,,ElasticNet,28.0,34.0,1.4607443303868848
,,,,,,{'model__alpha': 0.019573417814876617},,,Lasso,28.0,34.0,1.4642456402954898
,,,,,,{'model__alpha': 5.623413251903491},,,Ridge,28.0,34.0,1.4679227372612946
,,,,,,{},,,OLS,28.0,34.0,
,,,,,,{},,,Random Forest,28.0,34.0,
,,,,,,"{'model__alpha': 0.051089697745069294, 'model__l1_ratio': 0.25}",,,ElasticNet,29.0,36.0,1.466683633869798
,,,,,,{'model__alpha': 0.019573417814876617},,,Lasso,29.0,36.0,1.472179766078454
,,,,,,{'model__alpha': 10.0},,,Ridge,29.0,36.0,1.470431937545125
,,,,,,{},,,OLS,29.0,36.0,
,,,,,,{},,,Random Forest,29.0,36.0,
,,,,,,"{'model__alpha': 0.051089697745069294, 'model__l1_ratio': 0.25}",,,ElasticNet,30.0,37.0,1.450757662214126
,,,,,,{'model__alpha': 0.019573417814876617},,,Lasso,30.0,37.0,1.455705094948519
,,,,,,{'model__alpha': 10.0},,,Ridge,30.0,37.0,1.4573806454434632
,,,,,,{},,,OLS,30.0,37.0,
,,,,,,{},,,Random Forest,30.0,37.0,
,,,,,,"{'model__alpha': 0.051089697745069294, 'model__l1_ratio': 0.25}",,,ElasticNet,31.0,38.0,1.4474279377510664
,,,,,,{'model__alpha': 0.03162277660168379},,,Lasso,31.0,38.0,1.4540829098195434
,,,,,,{'model__alpha': 10.0},,,Ridge,31.0,38.0,1.4568412610734103
,,,,,,{},,,OLS,31.0,38.0,
,,,,,,{},,,Random Forest,31.0,38.0,
,,,,,,"{'model__alpha': 0.051089697745069294, 'model__l1_ratio': 0.25}",,,ElasticNet,32.0,40.0,1.4522370741686943
,,,,,,{'model__alpha': 0.03162277660168379},,,Lasso,32.0,40.0,1.4559135833032828
,,,,,,{'model__alpha': 10.0},,,Ridge,32.0,40.0,1.462718927331116
,,,,,,{},,,OLS,32.0,40.0,
,,,,,,{},,,Random Forest,32.0,40.0,
,,,,,,"{'model__alpha': 0.051089697745069294, 'model__l1_ratio': 0.25}",,,ElasticNet,33.0,41.0,1.4256429733192486
,,,,,,{'model__alpha': 0.019573417814876617},,,Lasso,33.0,41.0,1.432796232270044
,,,,,,{'model__alpha': 5.623413251903491},,,Ridge,33.0,41.0,1.4313958360491434
,,,,,,{},,,OLS,33.0,41.0,
,,,,,,{},,,Random Forest,33.0,41.0,
,,,,,,"{'model__alpha': 0.051089697745069294, 'model__l1_ratio': 0.25}",,,ElasticNet,34.0,43.0,1.4357584929923566
,,,,,,{'model__alpha': 0.019573417814876617},,,Lasso,34.0,43.0,1.4408809094277557
,,,,,,{'model__alpha': 5.623413251903491},,,Ridge,34.0,43.0,1.449552275630034
,,,,,,{},,,OLS,34.0,43.0,
,,,,,,{},,,Random Forest,34.0,43.0,
,,,,,,"{'model__alpha': 0.03162277660168379, 'model__l1_ratio': 0.75}",,,ElasticNet,35.0,44.0,1.425037475136433
,,,,,,{'model__alpha': 0.03162277660168379},,,Lasso,35.0,44.0,1.4302281928300031
,,,,,,{'model__alpha': 5.623413251903491},,,Ridge,35.0,44.0,1.4411449937988483
,,,,,,{},,,OLS,35.0,44.0,
,,,,,,{},,,Random Forest,35.0,44.0,
,,,,,,"{'model__alpha': 0.03162277660168379, 'model__l1_ratio': 0.75}",,,ElasticNet,36.0,45.0,1.4168386818017968
,,,,,,{'model__alpha': 0.03162277660168379},,,Lasso,36.0,45.0,1.4184726401203445
,,,,,,{'model__alpha': 5.623413251903491},,,Ridge,36.0,45.0,1.4356300815265686
,,,,,,{},,,OLS,36.0,45.0,
,,,,,,{},,,Random Forest,36.0,45.0,
,,,,,,"{'model__alpha': 0.03162277660168379, 'model__l1_ratio': 0.9}",,,ElasticNet,37.0,46.0,1.4236783714886077
,,,,,,{'model__alpha': 0.03162277660168379},,,Lasso,37.0,46.0,1.4243098539215389
,,,,,,{'model__alpha': 5.623413251903491},,,Ridge,37.0,46.0,1.44612326789509
,,,,,,{},,,OLS,37.0,46.0,
,,,,,,{},,,Random Forest,37.0,46.0,
,,,,,,"{'model__alpha': 0.051089697745069294, 'model__l1_ratio': 0.5}",,,ElasticNet,38.0,49.0,1.4116864399502453
,,,,,,{'model__alpha': 0.03162277660168379},,,Lasso,38.0,49.0,1.412121723292804
,,,,,,{'model__alpha': 5.623413251903491},,,Ridge,38.0,49.0,1.4251023212139844
,,,,,,{},,,OLS,38.0,49.0,
,,,,,,{},,,Random Forest,38.0,49.0,
,,,,,,"{'model__alpha': 0.051089697745069294, 'model__l1_ratio': 0.5}",,,ElasticNet,39.0,50.0,1.4187580260145278
,,,,,,{'model__alpha': 0.03162277660168379},,,Lasso,39.0,50.0,1.4239891391917148
,,,,,,{'model__alpha': 5.623413251903491},,,Ridge,39.0,50.0,1.4315794172560705
,,,,,,{},,,OLS,39.0,50.0,
,,,,,,{},,,Random Forest,39.0,50.0,
,,,,,,"{'model__alpha': 0.03162277660168379, 'model__l1_ratio': 0.5}",,,ElasticNet,40.0,51.0,1.3985343320584518
,,,,,,{'model__alpha': 0.019573417814876617},,,Lasso,40.0,51.0,1.4027542571700877
,,,,,,{'model__alpha': 5.623413251903491},,,Ridge,40.0,51.0,1.4111828685227346
,,,,,,{},,,OLS,40.0,51.0,
,,,,,,{},,,Random Forest,40.0,51.0,
,,,,,,"{'model__alpha': 0.051089697745069294, 'model__l1_ratio': 0.5}",,,ElasticNet,41.0,52.0,1.4089640221692639
,,,,,,{'model__alpha': 0.03162277660168379},,,Lasso,41.0,52.0,1.4108183572852762
,,,,,,{'model__alpha': 5.623413251903491},,,Ridge,41.0,52.0,1.4276772995391034
,,,,,,{},,,OLS,41.0,52.0,
,,,,,,{},,,Random Forest,41.0,52.0,
,,,,,,"{'model__alpha': 0.03162277660168379, 'model__l1_ratio': 0.75}",,,ElasticNet,42.0,53.0,1.4047169130978148
,,,,,,{'model__alpha': 0.03162277660168379},,,Lasso,42.0,53.0,1.4068872333534606
,,,,,,{'model__alpha': 5.623413251903491},,,Ridge,42.0,53.0,1.4229118962178133
,,,,,,{},,,OLS,42.0,53.0,
,,,,,,{},,,Random Forest,42.0,53.0,
,,,,,,"{'model__alpha': 0.03162277660168379, 'model__l1_ratio': 0.75}",,,ElasticNet,43.0,54.0,1.3993269039599892
,,,,,,{'model__alpha': 0.03162277660168379},,,Lasso,43.0,54.0,1.4025294965030772
,,,,,,{'model__alpha': 5.623413251903491},,,Ridge,43.0,54.0,1.4127719208482539
,,,,,,{},,,OLS,43.0,54.0,
,,,,,,{},,,Random Forest,43.0,54.0,
,,,,,,"{'model__alpha': 0.051089697745069294, 'model__l1_ratio': 0.5}",,,ElasticNet,44.0,55.0,1.403821831034591
,,,,,,{'model__alpha': 0.03162277660168379},,,Lasso,44.0,55.0,1.4062137871221079
,,,,,,{'model__alpha': 5.623413251903491},,,Ridge,44.0,55.0,1.4213809504908514
,,,,,,{},,,OLS,44.0,55.0,
,,,,,,{},,,Random Forest,44.0,55.0,
,,,,,,"{'model__alpha': 0.03162277660168379, 'model__l1_ratio': 0.75}",,,ElasticNet,45.0,56.0,1.3951977385786662
,,,,,,{'model__alpha': 0.03162277660168379},,,Lasso,45.0,56.0,1.3989625704799102
,,,,,,{'model__alpha': 5.623413251903491},,,Ridge,45.0,56.0,1.4084397359364742
,,,,,,{},,,OLS,45.0,56.0,
,,,,,,{},,,Random Forest,45.0,56.0,
,,,,,,"{'model__alpha': 0.03162277660168379, 'model__l1_ratio': 0.9}",,,ElasticNet,46.0,58.0,1.4253088016850408
,,,,,,{'model__alpha': 0.03162277660168379},,,Lasso,46.0,58.0,1.4267505394457392
,,,,,,{'model__alpha': 3.1622776601683795},,,Ridge,46.0,58.0,1.445314405707567
,,,,,,{},,,OLS,46.0,58.0,
,,,,,,{},,,Random Forest,46.0,58.0,
,,,,,,"{'model__alpha': 0.03162277660168379, 'model__l1_ratio': 0.95}",,,ElasticNet,47.0,59.0,1.4253357790660584
,,,,,,{'model__alpha': 0.03162277660168379},,,Lasso,47.0,59.0,1.4253616834874578
,,,,,,{'model__alpha': 3.1622776601683795},,,Ridge,47.0,59.0,1.4513874043305124
,,,,,,{},,,OLS,47.0,59.0,
,,,,,,{},,,Random Forest,47.0,59.0,
,,,,,,"{'model__alpha': 0.03162277660168379, 'model__l1_ratio': 0.9}",,,ElasticNet,48.0,60.0,1.4356568072785156
,,,,,,{'model__alpha': 0.03162277660168379},,,Lasso,48.0,60.0,1.4371381151133955
,,,,,,{'model__alpha': 3.1622776601683795},,,Ridge,48.0,60.0,1.451627070527806
,,,,,,{},,,OLS,48.0,60.0,
,,,,,,{},,,Random Forest,48.0,60.0,
,,,,,,"{'model__alpha': 0.03162277660168379, 'model__l1_ratio': 0.9}",,,ElasticNet,49.0,101.0,1.4324467483164063
,,,,,,{'model__alpha': 0.03162277660168379},,,Lasso,49.0,101.0,1.433607859328729
,,,,,,{'model__alpha': 3.1622776601683795},,,Ridge,49.0,101.0,1.4545637058193575
,,,,,,{},,,OLS,49.0,101.0,
,,,,,,{},,,Random Forest,49.0,101.0,
,,,,,,"{'model__alpha': 0.03162277660168379, 'model__l1_ratio': 0.9}",,,ElasticNet,50.0,102.0,1.4215682512520156
,,,,,,{'model__alpha': 0.03162277660168379},,,Lasso,50.0,102.0,1.4222487256232266
,,,,,,{'model__alpha': 3.1622776601683795},,,Ridge,50.0,102.0,1.44844344892553
,,,,,,{},,,OLS,50.0,102.0,
,,,,,,{},,,Random Forest,50.0,102.0,
,,,,,,"{'model__alpha': 0.03162277660168379, 'model__l1_ratio': 0.9}",,,ElasticNet,51.0,104.0,1.4556437244867528
,,,,,,{'model__alpha': 0.03162277660168379},,,Lasso,51.0,104.0,1.45645201546446
,,,,,,{'model__alpha': 3.1622776601683795},,,Ridge,51.0,104.0,1.4751406045956066
,,,,,,{},,,OLS,51.0,104.0,
,,,,,,{},,,Random Forest,51.0,104.0,
,,,,,,"{'model__alpha': 0.03162277660168379, 'model__l1_ratio': 0.95}",,,ElasticNet,52.0,106.0,1.452580759760024
,,,,,,{'model__alpha': 0.03162277660168379},,,Lasso,52.0,106.0,1.4530003888007101
,,,,,,{'model__alpha': 5.623413251903491},,,Ridge,52.0,106.0,1.477888237714098
,,,,,,{},,,OLS,52.0,106.0,
,,,,,,{},,,Random Forest,52.0,106.0,
,,,,,,"{'model__alpha': 0.03162277660168379, 'model__l1_ratio': 0.75}",,,ElasticNet,53.0,108.0,1.4560399547804932
,,,,,,{'model__alpha': 0.03162277660168379},,,Lasso,53.0,108.0,1.460077299035692
,,,,,,{'model__alpha': 5.623413251903491},,,Ridge,53.0,108.0,1.471169322028172
,,,,,,{},,,OLS,53.0,108.0,
,,,,,,{},,,Random Forest,53.0,108.0,
,,,,,,"{'model__alpha': 0.03162277660168379, 'model__l1_ratio': 0.5}",,,ElasticNet,54.0,109.0,1.4380381877288702
,,,,,,{'model__alpha': 0.019573417814876617},,,Lasso,54.0,109.0,1.4409945206304902
,,,,,,{'model__alpha': 3.1622776601683795},,,Ridge,54.0,109.0,1.4550907370256922
,,,,,,{},,,OLS,54.0,109.0,
,,,,,,{},,,Random Forest,54.0,109.0,
,,,,,,"{'model__alpha': 0.051089697745069294, 'model__l1_ratio': 0.25}",,,ElasticNet,55.0,110.0,1.4908359763412977
,,,,,,{'model__alpha': 0.019573417814876617},,,Lasso,55.0,110.0,1.497927521734234
,,,,,,{'model__alpha': 5.623413251903491},,,Ridge,55.0,110.0,1.496034341153022
,,,,,,{},,,OLS,55.0,110.0,
,,,,,,{},,,Random Forest,55.0,110.0,
,,,,,,"{'model__alpha': 0.03162277660168379, 'model__l1_ratio': 0.75}",,,ElasticNet,56.0,112.0,1.4838748637624162
,,,,,,{'model__alpha': 0.019573417814876617},,,Lasso,56.0,112.0,1.4851487372076568
,,,,,,{'model__alpha': 3.1622776601683795},,,Ridge,56.0,112.0,1.491193042751302
,,,,,,{},,,OLS,56.0,112.0,
,,,,,,{},,,Random Forest,56.0,112.0,
,,,,,,"{'model__alpha': 0.051089697745069294, 'model__l1_ratio': 0.25}",,,ElasticNet,57.0,113.0,1.4889864836707976
,,,,,,{'model__alpha': 0.03162277660168379},,,Lasso,57.0,113.0,1.4931122023188688
,,,,,,{'model__alpha': 5.623413251903491},,,Ridge,57.0,113.0,1.4976968914673576
,,,,,,{},,,OLS,57.0,113.0,
,,,,,,{},,,Random Forest,57.0,113.0,
,,,,,,"{'model__alpha': 0.03162277660168379, 'model__l1_ratio': 0.75}",,,ElasticNet,58.0,115.0,1.4736125468151124
,,,,,,{'model__alpha': 0.019573417814876617},,,Lasso,58.0,115.0,1.476100647797133
,,,,,,{'model__alpha': 10.0},,,Ridge,58.0,115.0,1.486125856245264
,,,,,,{},,,OLS,58.0,115.0,
,,,,,,{},,,Random Forest,58.0,115.0,
,,,,,,"{'model__alpha': 0.051089697745069294, 'model__l1_ratio': 0.05}",,,ElasticNet,59.0,116.0,1.503734982402814
,,,,,,{'model__alpha': 0.019573417814876617},,,Lasso,59.0,116.0,1.5085740294436012
,,,,,,{'model__alpha': 5.623413251903491},,,Ridge,59.0,116.0,1.503236276404513
,,,,,,{},,,OLS,59.0,116.0,
,,,,,,{},,,Random Forest,59.0,116.0,
,,,,,,"{'model__alpha': 0.051089697745069294, 'model__l1_ratio': 0.25}",,,ElasticNet,60.0,118.0,1.4826470434003858
,,,,,,{'model__alpha': 0.019573417814876617},,,Lasso,60.0,118.0,1.4877639123677096
,,,,,,{'model__alpha': 5.623413251903491},,,Ridge,60.0,118.0,1.4864572873255872
,,,,,,{},,,OLS,60.0,118.0,
,,,,,,{},,,Random Forest,60.0,118.0,
,,,,,,"{'model__alpha': 0.051089697745069294, 'model__l1_ratio': 0.25}",,,ElasticNet,61.0,119.0,1.488775463803819
,,,,,,{'model__alpha': 0.019573417814876617},,,Lasso,61.0,119.0,1.5042895417918871
,,,,,,{'model__alpha': 5.623413251903491},,,Ridge,61.0,119.0,1.4926530497695663
,,,,,,{},,,OLS,61.0,119.0,
,,,,,,{},,,Random Forest,61.0,119.0,
,,,,,,"{'model__alpha': 0.051089697745069294, 'model__l1_ratio': 0.25}",,,ElasticNet,62.0,120.0,1.5125472509812201
,,,,,,{'model__alpha': 0.019573417814876617},,,Lasso,62.0,120.0,1.5216600596925434
,,,,,,{'model__alpha': 10.0},,,Ridge,62.0,120.0,1.5164190862327382
,,,,,,{},,,OLS,62.0,120.0,
,,,,,,{},,,Random Forest,62.0,120.0,
,,,,,,"{'model__alpha': 0.051089697745069294, 'model__l1_ratio': 0.25}",,,ElasticNet,63.0,121.0,1.5089903433062999
,,,,,,{'model__alpha': 0.019573417814876617},,,Lasso,63.0,121.0,1.5124623385400913
,,,,,,{'model__alpha': 5.623413251903491},,,Ridge,63.0,121.0,1.5140535897070764
,,,,,,{},,,OLS,63.0,121.0,
,,,,,,{},,,Random Forest,63.0,121.0,
,,,,,,"{'model__alpha': 0.03162277660168379, 'model__l1_ratio': 0.5}",,,ElasticNet,64.0,122.0,1.4931808243504525
,,,,,,{'model__alpha': 0.019573417814876617},,,Lasso,64.0,122.0,1.4948395193530861
,,,,,,{'model__alpha': 5.623413251903491},,,Ridge,64.0,122.0,1.4981481143474098
,,,,,,{},,,OLS,64.0,122.0,
,,,,,,{},,,Random Forest,64.0,122.0,
,,,,,,"{'model__alpha': 0.03162277660168379, 'model__l1_ratio': 0.75}",,,ElasticNet,65.0,124.0,1.5094586570517436
,,,,,,{'model__alpha': 0.03162277660168379},,,Lasso,65.0,124.0,1.5146117981766287
,,,,,,{'model__alpha': 5.623413251903491},,,Ridge,65.0,124.0,1.5179660991231023
,,,,,,{},,,OLS,65.0,124.0,
,,,,,,{},,,Random Forest,65.0,124.0,
,,,,,,"{'model__alpha': 0.03162277660168379, 'model__l1_ratio': 0.75}",,,ElasticNet,66.0,125.0,1.5111050714557102
,,,,,,{'model__alpha': 0.019573417814876617},,,Lasso,66.0,125.0,1.5144338104732729
,,,,,,{'model__alpha': 3.1622776601683795},,,Ridge,66.0,125.0,1.5137645746026211
,,,,,,{},,,OLS,66.0,125.0,
,,,,,,{},,,Random Forest,66.0,125.0,
,,,,,,"{'model__alpha': 0.03162277660168379, 'model__l1_ratio': 0.75}",,,ElasticNet,67.0,126.0,1.5120124933966175
,,,,,,{'model__alpha': 0.03162277660168379},,,Lasso,67.0,126.0,1.5161727289601383
,,,,,,{'model__alpha': 5.623413251903491},,,Ridge,67.0,126.0,1.5191611664594804
,,,,,,{},,,OLS,67.0,126.0,
,,,,,,{},,,Random Forest,67.0,126.0,
,,,,,,"{'model__alpha': 0.051089697745069294, 'model__l1_ratio': 0.1}",,,ElasticNet,68.0,127.0,1.509260007870649
,,,,,,{'model__alpha': 0.03162277660168379},,,Lasso,68.0,127.0,1.5144783147078797
,,,,,,{'model__alpha': 10.0},,,Ridge,68.0,127.0,1.5106401062853048
,,,,,,{},,,OLS,68.0,127.0,
,,,,,,{},,,Random Forest,68.0,127.0,
,,,,,,"{'model__alpha': 0.051089697745069294, 'model__l1_ratio': 0.25}",,,ElasticNet,69.0,129.0,1.5103735256714934
,,,,,,{'model__alpha': 0.019573417814876617},,,Lasso,69.0,129.0,1.5160646465201857
,,,,,,{'model__alpha': 5.623413251903491},,,Ridge,69.0,129.0,1.5146061275592035
,,,,,,{},,,OLS,69.0,129.0,
,,,,,,{},,,Random Forest,69.0,129.0,
,,,,,,"{'model__alpha': 0.03162277660168379, 'model__l1_ratio': 0.75}",,,ElasticNet,70.0,130.0,1.484378099285169
,,,,,,{'model__alpha': 0.019573417814876617},,,Lasso,70.0,130.0,1.4865311790400537
,,,,,,{'model__alpha': 5.623413251903491},,,Ridge,70.0,130.0,1.4954940539629429
,,,,,,{},,,OLS,70.0,130.0,
,,,,,,{},,,Random Forest,70.0,130.0,
,,,,,,"{'model__alpha': 0.03162277660168379, 'model__l1_ratio': 0.75}",,,ElasticNet,71.0,133.0,1.4908346550419755
,,,,,,{'model__alpha': 0.03162277660168379},,,Lasso,71.0,133.0,1.494267801491254
,,,,,,{'model__alpha': 5.623413251903491},,,Ridge,71.0,133.0,1.494127977524675
,,,,,,{},,,OLS,71.0,133.0,
,,,,,,{},,,Random Forest,71.0,133.0,
,,,,,,"{'model__alpha': 0.03162277660168379, 'model__l1_ratio': 0.75}",,,ElasticNet,72.0,135.0,1.4952690856366109
,,,,,,{'model__alpha': 0.019573417814876617},,,Lasso,72.0,135.0,1.4976721788814453
,,,,,,{'model__alpha': 5.623413251903491},,,Ridge,72.0,135.0,1.5036956008494238
,,,,,,{},,,OLS,72.0,135.0,
,,,,,,{},,,Random Forest,72.0,135.0,
,,,,,,"{'model__alpha': 0.03162277660168379, 'model__l1_ratio': 0.75}",,,ElasticNet,73.0,137.0,1.4698834170489017
,,,,,,{'model__alpha': 0.019573417814876617},,,Lasso,73.0,137.0,1.4751549833942386
,,,,,,{'model__alpha': 1.7782794100389228},,,Ridge,73.0,137.0,1.47463945398371
,,,,,,{},,,OLS,73.0,137.0,
,,,,,,{},,,Random Forest,73.0,137.0,
,,,,,,"{'model__alpha': 0.03162277660168379, 'model__l1_ratio': 0.9}",,,ElasticNet,74.0,138.0,1.5140700902561528
,,,,,,{'model__alpha': 0.03162277660168379},,,Lasso,74.0,138.0,1.5147798178705136
,,,,,,{'model__alpha': 5.623413251903491},,,Ridge,74.0,138.0,1.5289682306941506
,,,,,,{},,,OLS,74.0,138.0,
,,,,,,{},,,Random Forest,74.0,138.0,
,,,,,,"{'model__alpha': 0.03162277660168379, 'model__l1_ratio': 0.95}",,,ElasticNet,75.0,139.0,1.543533333148687
,,,,,,{'model__alpha': 0.03162277660168379},,,Lasso,75.0,139.0,1.5432165759455212
,,,,,,{'model__alpha': 17.78279410038923},,,Ridge,75.0,139.0,1.5663010270537887
,,,,,,{},,,OLS,75.0,139.0,
,,,,,,{},,,Random Forest,75.0,139.0,
,,,,,,"{'model__alpha': 0.03162277660168379, 'model__l1_ratio': 0.9}",,,ElasticNet,76.0,140.0,1.5188716206680986
,,,,,,{'model__alpha': 0.03162277660168379},,,Lasso,76.0,140.0,1.5194536750593213
,,,,,,{'model__alpha': 10.0},,,Ridge,76.0,140.0,1.546568584786909
,,,,,,{},,,OLS,76.0,140.0,
,,,,,,{},,,Random Forest,76.0,140.0,
,,,,,,"{'model__alpha': 0.03162277660168379, 'model__l1_ratio': 0.95}",,,ElasticNet,77.0,141.0,1.496140345320951
