outer_fold,SubjectNumber,inner_cv_rmse,alpha,gamma,fit_seconds,subset_id
22,26,1.563178999059382,0.0316227766016837,0.003,0.9853641660884024,groups_110111
23,27,1.5612847563354513,0.0316227766016837,0.003,0.9488993749255314,groups_110111
24,28,1.557593185245695,0.0316227766016837,0.003,0.9706164579838514,groups_110111
25,29,1.5595019090093938,0.0316227766016837,0.003,0.9451757080387324,groups_110111
26,30,1.554069699981227,0.0316227766016837,0.003,0.973758792039007,groups_110111
27,32,1.5572541210291535,0.0316227766016837,0.003,0.957123790984042,groups_110111
28,34,1.5408467726127293,0.0316227766016837,0.003,0.9595889589982108,groups_110111
29,36,1.552355884864314,0.0316227766016837,0.003,0.9349425829714164,groups_110111
30,37,1.5377989950601076,0.0316227766016837,0.003,0.9846573750255628,groups_110111
31,38,1.5153019422808494,0.0316227766016837,0.003,0.9369013339746745,groups_110111
32,40,1.5466291305999105,0.0316227766016837,0.003,1.0286416669841856,groups_110111
33,41,1.5259711938884044,0.0316227766016837,0.003,1.032226833049208,groups_110111
34,43,1.5373790556744984,0.01,0.001,1.021213166997768,groups_110111
35,44,1.5005041325264052,0.0316227766016837,0.003,0.9438908339943736,groups_110111
36,45,1.5155174820653508,0.0316227766016837,0.003,0.942790083005093,groups_110111
37,46,1.5199083763903574,0.0316227766016837,0.003,0.9476286249700934,groups_110111
38,49,1.5205260639538176,0.01,0.001,0.9827869170112536,groups_110111
39,50,1.5115791711459432,0.0316227766016837,0.003,0.9185585000086576,groups_110111
40,51,1.51093250541239,0.0031622776601683,0.0003,0.9356656250311062,groups_110111
41,52,1.5112391932118865,0.0316227766016837,0.003,0.9404696670826524,groups_110111
42,53,1.4974891122495333,0.0316227766016837,0.003,1.016820750082843,groups_110111
43,54,1.4932402036698529,0.01,0.001,0.9657498750602826,groups_110111
44,55,1.506416911488451,0.0316227766016837,0.003,0.942067209049128,groups_110111
45,56,1.5038824723278057,0.0031622776601683,0.0003,0.9202176659600808,groups_110111
46,58,1.5193065549282718,0.0031622776601683,0.0003,0.9354942078934982,groups_110111
47,59,1.5224380438116565,0.0031622776601683,0.0003,0.937514916062355,groups_110111
48,60,1.521852351048142,0.0031622776601683,0.0003,0.948144542053342,groups_110111
49,101,1.526193182175038,0.0031622776601683,0.0003,0.9946252499939874,groups_110111
50,102,1.4910261163586829,0.0031622776601683,0.0003,0.9697174170287326,groups_110111
51,104,1.539606070663847,0.0031622776601683,0.0003,0.920944207930006,groups_110111
52,106,1.5342651206964872,0.0031622776601683,0.0003,0.9365177090512588,groups_110111
53,108,1.5276847915233032,0.0031622776601683,0.0003,0.93430383305531,groups_110111
54,109,1.5089546061014454,0.0031622776601683,0.0003,0.937935124966316,groups_110111
55,110,1.5386440650732436,0.0031622776601683,0.0003,0.9691177910426632,groups_110111
56,112,1.5356614272577302,0.0031622776601683,0.0003,0.9426354999886826,groups_110111
57,113,1.547573787273986,0.0031622776601683,0.0003,0.9368253330467268,groups_110111
58,115,1.5336116468462313,0.0031622776601683,0.0003,1.0381418329197911,groups_110111
59,116,1.5449651229902843,0.0031622776601683,0.0003,0.9697272500488908,groups_110111
60,118,1.532088647445056,0.0031622776601683,0.0003,0.9313726250547916,groups_110111
61,119,1.5437372313335538,0.0031622776601683,0.0003,0.968505374970846,groups_110111
62,120,1.568908196359828,0.0031622776601683,0.0003,0.9219888750230892,groups_110111
63,121,1.570473355530246,0.0031622776601683,0.0003,0.9191842080326752,groups_110111
64,122,1.54990554933265,0.0031622776601683,0.0003,0.9210149169666692,groups_110111
65,124,1.569609531362664,0.0031622776601683,0.0003,0.9266060000518336,groups_110111
66,125,1.5569826096282957,0.0031622776601683,0.0003,0.9293270830530672,groups_110111
67,126,1.5754785122620998,0.0031622776601683,0.0003,0.9275972499744968,groups_110111
68,127,1.568293218745415,0.0031622776601683,0.0003,0.9351374580292032,groups_110111
69,129,1.5738918637333126,0.0031622776601683,0.0003,0.9992906249826774,groups_110111
70,130,1.550869379503176,0.0031622776601683,0.0003,0.9305118339834736,groups_110111
71,133,1.5494418625837734,0.0031622776601683,0.0003,0.9671762910438702,groups_110111
72,135,1.5619625731695288,0.0031622776601683,0.0003,0.9532813329715282,groups_110111
73,137,1.5763527581831862,0.0031622776601683,0.0003,1.0149788749404252,groups_110111
74,138,1.611224924163953,0.01,0.0003,0.9594309160020202,groups_110111
75,139,1.626839728185613,0.01,0.0003,0.943152082967572,groups_110111
76,140,1.6134062109124985,0.01,0.0003,0.9439044999890028,groups_110111
77,141,1.6098314443185386,0.01,0.0003,0.9391179999802262,groups_110111
78,142,1.6146274671283605,0.0031622776601683,0.0003,0.9339425419457256,groups_110111
79,144,1.550201148730313,0.01,0.0003,0.9322449170285836,groups_110111
80,145,1.6403302369251391,0.01,0.0003,0.9382920420030132,groups_110111
81,146,1.6345592128513586,0.01,0.0003,0.998667582985945,groups_110111
82,147,1.6389832748826552,0.01,0.0003,1.0121190829668194,groups_110111
83,148,1.6342160725449562,0.01,0.0003,0.9699035830562934,groups_110111
84,149,1.6378167571098745,0.01,0.0003,1.036925624939613,groups_110111
85,150,1.635254916669484,0.01,0.0003,0.9902029170189052,groups_110111
86,151,1.6361850928188688,0.01,0.0003,0.950615291018039,groups_110111
87,153,1.641475981701968,0.01,0.0003,0.9403952501015738,groups_110111
88,154,1.650122427386837,0.01,0.0003,0.9613313749432564,groups_110111
89,158,1.6473168559311318,0.01,0.0003,0.9444935420760884,groups_110111
90,160,1.64500820333765,0.01,0.0003,0.9488940829178318,groups_110111
91,165,1.6449926356771367,0.01,0.0003,0.9349692920222878,groups_110111
92,166,1.637519585573208,0.01,0.0003,0.947193583007902,groups_110111
93,167,1.6415080904463633,0.01,0.0003,0.9509684579679742,groups_110111
94,169,1.6197291362983663,0.0316227766016837,0.001,0.9478423750260844,groups_110111
95,170,1.6398055448272644,0.01,0.0003,0.9370975829660892,groups_110111
96,171,1.643297223881454,0.01,0.0003,0.958619791083038,groups_110111
97,172,1.640429771207954,0.01,0.0003,0.94928025000263,groups_110111
98,173,1.6376152722385025,0.01,0.0003,0.949024667032063,groups_110111
99,174,1.6359316978973228,0.01,0.0003,0.9375379999401048,groups_110111
100,176,1.6419223048193408,0.01,0.0003,0.9234811670612544,groups_110111
101,178,1.6462453715659142,0.01,0.0003,0.9370211249915884,groups_110111
102,181,1.635171281664953,0.01,0.0003,0.9297487910371274,groups_110111
103,183,1.6358834282966377,0.01,0.0003,0.943290084018372,groups_110111
104,185,1.6270435257997702,0.01,0.0003,0.9896820409921928,groups_110111
105,186,1.615873374705175,0.01,0.0003,0.9595976659329608,groups_110111
106,188,1.6242007769078397,0.01,0.0003,0.93301258306019,groups_110111
107,190,1.6043578020366684,0.01,0.0003,0.958298541023396,groups_110111
108,191,1.6291131231498366,0.01,0.0003,0.9378875000402332,groups_110111
109,192,1.622452618362863,0.01,0.0003,0.9486372089013456,groups_110111
110,193,1.6314438638035296,0.01,0.0003,1.006953625008464,groups_110111
111,195,1.6372551228894312,0.01,0.0003,0.9457188340602444,groups_110111
112,198,1.6307407006615628,0.01,0.0003,0.937356083886698,groups_110111
113,199,1.6170805946387188,0.01,0.0003,0.924599749967456,groups_110111
114,200,1.636197734775274,0.01,0.0003,0.9332743339473382,groups_110111
115,201,1.6395466236436806,0.01,0.0003,0.9837892919313164,groups_110111
1,1,1.4372229484489043,0.0316227766016837,0.003,0.9708347079576924,groups_111011
2,2,1.4548815080444533,0.0316227766016837,0.003,0.946428291965276,groups_111011
3,3,1.4005893499223918,0.0316227766016837,0.003,0.9319304999662564,groups_111011
4,5,1.4600502060799665,0.0316227766016837,0.003,0.933961333008483,groups_111011
5,6,1.4602127081927878,0.0316227766016837,0.003,0.937218000064604,groups_111011
6,7,1.458881710288158,0.0316227766016837,0.003,0.9455357089173048,groups_111011
7,8,1.4543516579703204,0.0316227766016837,0.003,0.9972092499956487,groups_111011
8,9,1.460369382559816,0.0316227766016837,0.003,0.9304115419508888,groups_111011
9,12,1.4612825031869865,0.0316227766016837,0.003,0.9608470000093804,groups_111011
10,13,1.4420598115097678,0.0316227766016837,0.003,0.9569610410835594,groups_111011
11,14,1.4456535441906622,0.0316227766016837,0.003,0.9750582500128075,groups_111011
12,15,1.445418413646856,0.0316227766016837,0.003,0.9781376670580356,groups_111011
13,16,1.4533589171917118,0.0316227766016837,0.003,0.9200698749627918,groups_111011
14,17,1.4505088808257152,0.0316227766016837,0.003,0.9337807500269264,groups_111011
15,18,1.4599355779861567,0.0316227766016837,0.003,0.9336200000252576,groups_111011
16,19,1.4582299531344165,0.0316227766016837,0.003,0.9422229171032086,groups_111011
17,21,1.469311257730561,0.0316227766016837,0.003,0.948473333963193,groups_111011
18,22,1.4546111014613647,0.0316227766016837,0.003,0.9685386249329896,groups_111011
19,23,1.4446276684222057,0.0031622776601683,0.001,0.9330767919309436,groups_111011
20,24,1.501326410470201,0.01,0.001,0.9331199589651078,groups_111011
21,25,1.496691144701073,0.01,0.001,0.9354436669964344,groups_111011
22,26,1.4995002997183118,0.01,0.001,0.9568507919320836,groups_111011
23,27,1.4926569907205531,0.01,0.001,0.9348665419965982,groups_111011
24,28,1.487631858473803,0.0316227766016837,0.003,0.923145500011742,groups_111011
25,29,1.4902657079264778,0.01,0.001,0.9503118329448624,groups_111011
26,30,1.4921990322574992,0.01,0.001,0.946441083913669,groups_111011
27,32,1.4916719452730287,0.01,0.001,0.945621541934088,groups_111011
28,34,1.4876857864661956,0.0316227766016837,0.003,0.9392260409658776,groups_111011
29,36,1.5015853206324332,0.01,0.001,0.9415068750968204,groups_111011
30,37,1.4960971505451797,0.01,0.001,0.9426634160336108,groups_111011
31,38,1.4963437397033548,0.0316227766016837,0.003,0.9638004580046982,groups_111011
32,40,1.4991173723073268,0.0316227766016837,0.003,0.9529962090309708,groups_111011
33,41,1.4797814091869863,0.0316227766016837,0.003,0.943055082927458,groups_111011
34,43,1.4978298780403885,0.01,0.001,1.002775458036922,groups_111011
35,44,1.4933673031727694,0.0316227766016837,0.003,0.9408344170078636,groups_111011
36,45,1.4892284863234937,0.0316227766016837,0.003,0.9573362920200452,groups_111011
37,46,1.4944174579586755,0.0316227766016837,0.003,0.9697375419782476,groups_111011
38,49,1.5007645251755493,0.0316227766016837,0.003,1.0499465829925612,groups_111011
39,50,1.4924536433358249,0.01,0.001,0.93115008296445,groups_111011
40,51,1.4778187143160024,0.01,0.001,0.9367692080559208,groups_111011
41,52,1.476744942588584,0.01,0.001,0.9418546250090004,groups_111011
42,53,1.481020504112658,0.01,0.001,0.9605352090438828,groups_111011
43,54,1.4724445891647673,0.01,0.001,0.9448884999146684,groups_111011
44,55,1.4782124947166968,0.01,0.001,0.9229015000164508,groups_111011
45,56,1.4737220266903672,0.01,0.001,0.9195889999391512,groups_111011
46,58,1.5228656205728248,0.0031622776601683,0.001,0.9146987909916788,groups_111011
47,59,1.520750548979917,0.01,0.001,0.9729526250157504,groups_111011
48,60,1.5278513446491104,0.01,0.001,0.9407300830353053,groups_111011
49,101,1.5356464785037227,0.01,0.001,0.9620705409906803,groups_111011
50,102,1.5307645673188872,0.01,0.001,0.946572333923541,groups_111011
51,104,1.5535370219505027,0.01,0.001,0.942106166970916,groups_111011
52,106,1.5507998727203325,0.01,0.001,0.9347146250074728,groups_111011
53,108,1.5327536952309233,0.01,0.001,0.93546075001359,groups_111011
54,109,1.5317598463002426,0.01,0.001,0.9441242080647498,groups_111011
55,110,1.5476900763816046,0.0031622776601683,0.001,0.9800149579532444,groups_111011
56,112,1.55253340157773,0.01,0.001,0.9493395410245284,groups_111011
57,113,1.5762148263365434,0.01,0.001,0.9474674999946728,groups_111011
58,115,1.579528951261015,0.01,0.001,0.9284106249688192,groups_111011
59,116,1.5496137717246998,0.01,0.003,0.9957665000110864,groups_111011
60,118,1.5710521565962432,0.01,0.001,0.9656355839688332,groups_111011
61,119,1.5785044986119428,0.01,0.001,0.957031459081918,groups_111011
62,120,1.611713803275368,0.01,0.001,0.9375597919570282,groups_111011
63,121,1.6065163529185764,0.01,0.001,0.9508876670151948,groups_111011
64,122,1.6058221413363831,0.0316227766016837,0.003,0.9419224159792066,groups_111011
65,124,1.60320725960975,0.01,0.001,0.9358847500989214,groups_111011
66,125,1.6062440647605338,0.0031622776601683,0.001,1.0644389169756323,groups_111011
67,126,1.601164018630621,0.0031622776601683,0.001,0.9713646670570596,groups_111011
68,127,1.6114175079366089,0.0316227766016837,0.003,0.9648022080073132,groups_111011
69,129,1.6161807260893617,0.01,0.001,0.9706135409651324,groups_111011
70,130,1.5784576006584374,0.0316227766016837,0.003,0.9457615000428632,groups_111011
71,133,1.5891620779229851,0.01,0.001,0.9503077500266954,groups_111011
72,135,1.5866157556796154,0.01,0.001,0.9766656670253724,groups_111011
73,137,1.538657524558505,0.0031622776601683,0.001,0.9379127090796828,groups_111011
74,138,1.6054114566351143,0.01,0.001,0.9693344159750268,groups_111011
75,139,1.6405077104651846,0.0316227766016837,0.003,0.9680251670069993,groups_111011
76,140,1.6288842330718694,0.0316227766016837,0.003,1.077508874936029,groups_111011
77,141,1.6218410391114644,0.01,0.001,0.94206812500488,groups_111011
78,142,1.6229514069104725,0.01,0.001,0.9924750420032068,groups_111011
79,144,1.53141496734612,0.01,0.001,0.9505340419709682,groups_111011
80,145,1.6217923872650213,0.01,0.001,0.9454496250255032,groups_111011
81,146,1.6252665103025743,0.01,0.001,0.950382167007774,groups_111011
82,147,1.625564074640545,0.01,0.001,0.9482642920920624,groups_111011
83,148,1.6208093758894142,0.0031622776601683,0.001,0.9472641670145094,groups_111011
84,149,1.6266615019196813,0.01,0.001,0.9564146660268308,groups_111011
85,150,1.6109629885763956,0.01,0.001,0.9418906250502914,groups_111011
86,151,1.59952633079848,0.01,0.001,0.9509237920865417,groups_111011
87,153,1.61834668608386,0.0031622776601683,0.001,0.9558804999105632,groups_111011
88,154,1.6125186080741325,0.0031622776601683,0.001,1.138627125066705,groups_111011
89,158,1.6199619541348338,0.0031622776601683,0.001,1.055542999994941,groups_111011
90,160,1.612905404662447,0.01,0.001,0.9721424160525204,groups_111011
91,165,1.603251511456525,0.0031622776601683,0.001,0.9805444590747356,groups_111011
92,166,1.613560497169464,0.0031622776601683,0.001,0.974975666962564,groups_111011
93,167,1.6263150036984344,0.01,0.001,0.9607852910412475,groups_111011
94,169,1.5889833337578747,0.0031622776601683,0.001,1.0030077080009503,groups_111011
95,170,1.5927928667916804,0.0031622776601683,0.001,1.024283375008963,groups_111011
96,171,1.591705349836776,0.0031622776601683,0.001,0.954732000012882,groups_111011
97,172,1.59954880756449,0.0031622776601683,0.001,0.9758196669863536,groups_111011
98,173,1.5881412617639872,0.0031622776601683,0.001,0.9511232090881094,groups_111011
99,174,1.5911717360195468,0.0031622776601683,0.001,0.9503802079707384,groups_111011
100,176,1.581412437817384,0.0031622776601683,0.001,1.0851406659930944,groups_111011
101,178,1.583331835280261,0.0031622776601683,0.001,0.992966040968895,groups_111011
102,181,1.5677865575206915,0.0031622776601683,0.001,0.9645855419803412,groups_111011
103,183,1.55007154072755,0.0003162277660168,0.0003,0.9650272500002756,groups_111011
104,185,1.523070940667712,0.0003162277660168,0.0003,0.9481977090472355,groups_111011
105,186,1.5262160105151,0.0003162277660168,0.0003,0.9449647499714048,groups_111011
106,188,1.5446777673972798,0.001,0.0003,0.948263750062324,groups_111011
107,190,1.5464429879039547,0.0031622776601683,0.001,0.9455181249650196,groups_111011
108,191,1.5452641091034014,0.0031622776601683,0.001,0.9498642910039052,groups_111011
109,192,1.5483129821338315,0.0003162277660168,0.0003,0.9852154159452766,groups_111011
110,193,1.5430632885245186,0.0003162277660168,0.0003,0.9659815840423108,groups_111011
111,195,1.5497446420072931,0.0003162277660168,0.0003,0.951409374945797,groups_111011
112,198,1.5447740405852686,0.0003162277660168,0.0003,0.9595592078985646,groups_111011
113,199,1.5436088830977337,0.0003162277660168,0.0003,0.948000374948606,groups_111011
114,200,1.5515891641661417,0.0031622776601683,0.001,0.952158333035186,groups_111011
115,201,1.5511822739393748,0.0003162277660168,0.0003,0.9428649590117856,groups_111011
1,1,1.4785163094599043,0.1,0.01,0.932487666956149,groups_111101
2,2,1.4975525352357166,0.1,0.01,0.922841125051491,groups_111101
3,3,1.4343699558401477,0.0316227766016837,0.003,0.9118057920131832,groups_111101
4,5,1.4930922209896424,0.1,0.01,1.0345016670180485,groups_111101
5,6,1.499031838942629,0.1,0.01,1.0052979999454692,groups_111101
6,7,1.5004677788925092,0.1,0.01,0.9478909160243348,groups_111101
7,8,1.4892350423893004,0.1,0.01,0.945788500015624,groups_111101
8,9,1.4907209664164935,0.1,0.01,0.9476748750312254,groups_111101
9,12,1.4444201520532811,0.1,0.01,0.9248713749693708,groups_111101
10,13,1.4935985229278952,0.0316227766016837,0.003,0.9270742919761688,groups_111101
11,14,1.4675806294851623,0.1,0.01,0.9134996669599786,groups_111101
12,15,1.4727647287697416,0.1,0.01,0.909110291977413,groups_111101
13,16,1.4692378828631931,0.1,0.01,0.9012945840368048,groups_111101
14,17,1.4835961709732994,0.0316227766016837,0.003,0.9295159169705584,groups_111101
15,18,1.4758467164413545,0.0316227766016837,0.003,0.9400921670021488,groups_111101
16,19,1.491775150998234,0.0316227766016837,0.003,0.910359708010219,groups_111101
17,21,1.4828061783506497,0.1,0.01,0.9142779170069844,groups_111101
18,22,1.48973979645584,0.1,0.01,0.9215517499251292,groups_111101
19,23,1.4900999601858842,0.0316227766016837,0.003,0.9189542920794338,groups_111101
20,24,1.4925289803313957,0.0316227766016837,0.003,0.9223072919994592,groups_111101
21,25,1.5044019136221267,0.0316227766016837,0.003,0.931585417012684,groups_111101
22,26,1.5162569464492897,0.0316227766016837,0.003,0.918124791001901,groups_111101
23,27,1.502956570676416,0.0316227766016837,0.003,0.908201124984771,groups_111101
24,28,1.5053818635226983,0.0316227766016837,0.003,0.9109050000552088,groups_111101
25,29,1.5087015416648168,0.0316227766016837,0.003,0.9345547090051696,groups_111101
26,30,1.5048033853910212,0.0316227766016837,0.003,0.9139598329784347,groups_111101
27,32,1.500224270017325,0.0316227766016837,0.003,0.9260237499838696,groups_111101
28,34,1.4962001552212312,0.0316227766016837,0.003,0.9197705830447376,groups_111101
29,36,1.4865797713001907,0.0316227766016837,0.003,0.993145333020948,groups_111101
30,37,1.4680322855081749,0.0316227766016837,0.003,0.9518157499842346,groups_111101
31,38,1.4629950717724838,0.0316227766016837,0.003,0.9622403749963268,groups_111101
32,40,1.4655222949188058,0.0316227766016837,0.003,0.9993422910338268,groups_111101
33,41,1.4290049115504817,0.0316227766016837,0.003,0.9598058749688788,groups_111101
34,43,1.457740883990305,0.0316227766016837,0.003,0.9352195829851552,groups_111101
35,44,1.4482614837305554,0.0316227766016837,0.003,0.905296582961455,groups_111101
36,45,1.4437031944479066,0.0316227766016837,0.003,0.9433455420657992,groups_111101
37,46,1.4512921741069782,0.0316227766016837,0.003,0.9122714590048416,groups_111101
38,49,1.4441661098806675,0.0316227766016837,0.003,0.9217880420619622,groups_111101
39,50,1.4486578880365188,0.0316227766016837,0.003,0.9282017919467762,groups_111101
40,51,1.4462960881212013,0.0316227766016837,0.003,0.95533454103861,groups_111101
41,52,1.449313499936961,0.0316227766016837,0.003,0.9150272500701248,groups_111101
42,53,1.445630002755424,0.0316227766016837,0.003,0.9370457499753684,groups_111101
43,54,1.4415843396014711,0.0316227766016837,0.003,1.016405750066042,groups_111101
44,55,1.4482471041549847,0.0316227766016837,0.003,1.0064602920319885,groups_111101
45,56,1.4384508425907203,0.0316227766016837,0.003,0.919510458013974,groups_111101
46,58,1.4867439023043636,0.0316227766016837,0.003,0.924988334067166,groups_111101
47,59,1.485060223761617,0.0316227766016837,0.003,0.9171468330314384,groups_111101
48,60,1.4806944429568,0.0316227766016837,0.003,0.9407493330072612,groups_111101
49,101,1.486910465539076,0.0316227766016837,0.003,0.9347697909688576,groups_111101
50,102,1.4807550187442886,0.0316227766016837,0.003,0.907322583021596,groups_111101
51,104,1.5278476497357183,0.01,0.001,0.9451041659340262,groups_111101
52,106,1.5065349910780683,0.0316227766016837,0.003,0.9084842499578372,groups_111101
53,108,1.515246617505264,0.0316227766016837,0.003,0.9173976669553668,groups_111101
54,109,1.4889556469463396,0.0316227766016837,0.003,0.9099012500373648,groups_111101
55,110,1.5383043811195247,0.0316227766016837,0.003,0.9126724579837172,groups_111101
56,112,1.5353497869887804,0.0316227766016837,0.003,0.9230040840338916,groups_111101
57,113,1.5530275786585308,0.0316227766016837,0.003,0.9498988339910284,groups_111101
58,115,1.541067737033904,0.1,0.01,0.9166018749820068,groups_111101
59,116,1.5565374382170714,0.1,0.01,0.9038497500587256,groups_111101
60,118,1.5537616274743529,0.1,0.01,0.919680125080049,groups_111101
61,119,1.53803868476922,0.1,0.01,0.9802174170035868,groups_111101
62,120,1.5776048813048442,0.1,0.01,0.9103495000163092,groups_111101
63,121,1.5728866841764026,0.1,0.01,0.914551499998197,groups_111101
64,122,1.526572528646848,0.1,0.01,0.9301678329939024,groups_111101
65,124,1.5730179852289077,0.1,0.01,1.0693259579129517,groups_111101
66,125,1.577131649181465,0.1,0.01,0.9527628330979496,groups_111101
67,126,1.5733096288614703,0.1,0.01,0.9902914579724892,groups_111101
68,127,1.5680057452464768,0.1,0.01,0.9406030829995872,groups_111101
69,129,1.5669687496256146,0.1,0.01,0.946967166964896,groups_111101
70,130,1.5530466183050735,0.1,0.01,0.9472645829664544,groups_111101
71,133,1.541518387413675,0.1,0.01,0.9223440419882536,groups_111101
72,135,1.5566506432509544,0.1,0.01,1.0488579579396171,groups_111101
73,137,1.541917135137673,0.1,0.01,0.9552061249269173,groups_111101
74,138,1.581214029154165,0.1,0.01,0.9732049579033628,groups_111101
75,139,1.585507582512507,0.1,0.01,0.9685533749870956,groups_111101
76,140,1.582559379679789,0.1,0.01,0.9405728339916096,groups_111101
77,141,1.5612724234293165,0.1,0.01,0.9268624579999596,groups_111101
78,142,1.5836261688163986,0.1,0.01,0.94838116702158,groups_111101
79,144,1.5441374593267712,0.1,0.01,0.9175507499603556,groups_111101
80,145,1.5875987515579553,0.1,0.01,0.919999875011854,groups_111101
81,146,1.5989916071701118,0.1,0.01,0.946656999993138,groups_111101
82,147,1.5819784697289476,0.1,0.01,0.9750425409292802,groups_111101
83,148,1.593987906794463,0.1,0.01,0.935970207909122,groups_111101
84,149,1.60253692083761,0.1,0.01,0.9224139170255512,groups_111101
85,150,1.6038252893213656,0.1,0.01,0.9271900840103626,groups_111101
86,151,1.596205615302719,0.01,0.003,0.927766582928598,groups_111101
87,153,1.5855561520497088,0.1,0.01,1.024567750049755,groups_111101
88,154,1.593675414874337,0.1,0.01,0.9507755410159008,groups_111101
89,158,1.5983806551880193,0.1,0.01,0.9269347910303622,groups_111101
90,160,1.5962933956342558,0.1,0.01,0.9509919580304996,groups_111101
91,165,1.5970436165613573,0.1,0.01,0.9418982090428472,groups_111101
92,166,1.594721626555348,0.1,0.01,0.935530332964845,groups_111101
93,167,1.6079608516820378,0.1,0.01,1.057134540984407,groups_111101
94,169,1.5853476072967236,0.1,0.01,0.9683025840204208,groups_111101
95,170,1.6206899329925464,0.1,0.003,0.967546125059016,groups_111101
96,171,1.6207741366608683,0.0316227766016837,0.003,0.9351270420011132,groups_111101
97,172,1.6226099377512293,0.0316227766016837,0.003,0.9458087919047102,groups_111101
98,173,1.6159831970831284,0.0316227766016837,0.003,0.9678080829326065,groups_111101
99,174,1.6173491316043371,0.0316227766016837,0.003,0.9863802080508322,groups_111101
100,176,1.6251890009596437,0.0316227766016837,0.003,0.9638100829906762,groups_111101
101,178,1.629003935476706,0.0316227766016837,0.003,1.0155975830275563,groups_111101
102,181,1.6046673486947196,0.0316227766016837,0.003,1.0419557919958606,groups_111101
103,183,1.6188129990354745,0.1,0.003,1.1791529579786584,groups_111101
104,185,1.592364243941053,0.1,0.003,1.0328736250521615,groups_111101
105,186,1.603306129725905,0.0316227766016837,0.003,1.1074034170014784,groups_111101
106,188,1.6127738842340904,0.1,0.003,1.042236291919835,groups_111101
107,190,1.5802923525587371,0.0316227766016837,0.003,0.9646036670310424,groups_111101
108,191,1.603658350648162,0.0316227766016837,0.003,1.0233545830706134,groups_111101
109,192,1.6042803918460846,0.0316227766016837,0.003,0.970641583087854,groups_111101
110,193,1.6039837834130029,0.0316227766016837,0.003,1.0138082499615848,groups_111101
111,195,1.6093353469488108,0.0316227766016837,0.003,0.9835899579338728,groups_111101
112,198,1.6016115562497188,0.0316227766016837,0.003,0.9957071669632568,groups_111101
113,199,1.6026534100765566,0.0316227766016837,0.003,1.014997125021182,groups_111101
114,200,1.6061175436772872,0.0316227766016837,0.003,1.0576445000478998,groups_111101
115,201,1.6069348689288363,0.0316227766016837,0.003,0.9764838750706986,groups_111101
1,1,1.4958027985418394,0.1,0.003,1.057206750032492,groups_111110
2,2,1.4905074810768069,0.1,0.003,1.031036917003803,groups_111110
3,3,1.4657543306378849,0.1,0.003,0.9552995410049334,groups_111110
4,5,1.5000702281685891,0.1,0.003,0.9513608750421554,groups_111110
5,6,1.5034739606392042,0.1,0.003,0.9583309170557186,groups_111110
6,7,1.50606435380796,0.1,0.003,0.9670319580473006,groups_111110
7,8,1.504788400062296,0.1,0.003,0.968229666003026,groups_111110
8,9,1.50973718858834,0.1,0.003,0.9601145839551464,groups_111110
9,12,1.473971286039529,0.1,0.003,0.952333667082712,groups_111110
10,13,1.5082066992470091,0.1,0.003,0.9528455829713494,groups_111110
11,14,1.498044620435515,0.1,0.003,1.0007020409684628,groups_111110
12,15,1.5118766395550816,0.1,0.003,0.98760150000453,groups_111110
13,16,1.505603919922342,0.1,0.003,1.0061921660089863,groups_111110
14,17,1.5072180814723342,0.1,0.003,0.9736650000559166,groups_111110
15,18,1.5062565874226794,0.1,0.003,0.9859513330738991,groups_111110
16,19,1.5055257201606986,0.1,0.003,0.9751117079285904,groups_111110
17,21,1.4638688869968646,0.1,0.01,1.020286415936425,groups_111110
18,22,1.5103511311639397,0.1,0.003,1.0013075419701636,groups_111110
19,23,1.511168401712291,0.1,0.003,0.987664374988526,groups_111110
20,24,1.5312273049249845,0.1,0.003,0.9410761250182986,groups_111110
21,25,1.5266260233322404,0.1,0.003,0.9623441669391468,groups_111110
22,26,1.5390934717116014,0.1,0.003,0.9383623340399936,groups_111110
23,27,1.5120575075370652,0.1,0.003,0.9644555420381948,groups_111110
24,28,1.5318435585678156,0.1,0.003,0.9930083329090847,groups_111110
25,29,1.5266540165056242,0.1,0.003,0.9459702499443664,groups_111110
26,30,1.5246826144163848,0.1,0.003,0.9515387089923024,groups_111110
27,32,1.52274119085032,0.1,0.003,0.9759582920232788,groups_111110
28,34,1.519896747908803,0.1,0.003,1.1126213750103489,groups_111110
29,36,1.5230228528458838,0.1,0.003,0.9921312909573315,groups_111110
30,37,1.4971813466026918,0.1,0.003,0.9994960830081254,groups_111110
31,38,1.502869700461272,0.1,0.003,1.0107885419856757,groups_111110
32,40,1.5013984794014377,0.1,0.003,0.9841378330020234,groups_111110
33,41,1.4739537511718952,0.1,0.003,0.9783482499187812,groups_111110
34,43,1.499381329982238,0.1,0.003,0.9852325409883632,groups_111110
35,44,1.4842923569075686,0.1,0.003,1.0268776660086587,groups_111110
36,45,1.4863663215879397,0.1,0.003,1.0453125829808414,groups_111110
37,46,1.4859636176314144,0.1,0.003,1.0208156659500671,groups_111110
38,49,1.496074272696643,0.0316227766016837,0.001,1.0056725839385765,groups_111110
39,50,1.4876420849437155,0.1,0.003,1.0320251670200378,groups_111110
40,51,1.4775520968535272,0.1,0.003,1.0033059590496125,groups_111110
41,52,1.4797816235593917,0.1,0.003,0.9547982919029891,groups_111110
42,53,1.470038723190997,0.1,0.003,0.964717916911468,groups_111110
